"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_2216","","hypothetical protein","1","1","1","1","1219","1","1184","","353","353","353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00051","","","","","","","","","","","","","","","","","","","",""
"group_2217","","hypothetical protein","1","1","1","1","1220","1","526","","254","254","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00052","","","","","","","","","","","","","","","","","","","",""
"group_2218","","hypothetical protein","1","1","1","1","1221","1","527","","452","452","452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00053","","","","","","","","","","","","","","","","","","","",""
"group_2219","","hypothetical protein","1","1","1","1","1222","1","528","","362","362","362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00054","","","","","","","","","","","","","","","","","","","",""
"group_2220","","hypothetical protein","1","1","1","1","1223","1","529","","752","752","752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00055","","","","","","","","","","","","","","","","","","","",""
"group_2221","","hypothetical protein","1","1","1","1","1224","1","530","","410","410","410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00056","","","","","","","","","","","","","","","","","","","",""
"group_2222","","hypothetical protein","1","1","1","1","1225","1","531","","560","560","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00057","","","","","","","","","","","","","","","","","","","",""
"group_2223","","hypothetical protein","1","1","1","1","1226","1","532","","743","743","743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00058","","","","","","","","","","","","","","","","","","","",""
"group_2224","","hypothetical protein","1","1","1","1","1196","1","525","","149","149","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00060","","","","","","","","","","","","","","","","","","","",""
"group_2225","","hypothetical protein","1","1","1","1","1195","1","524","","368","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00061","","","","","","","","","","","","","","","","","","","",""
"group_2226","","helix-turn-helix DNA binding protein","1","1","1","1","1194","1","523","","929","929","929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00062","","","","","","","","","","","","","","","","","","","",""
"group_2227","","HNH endonuclease","1","1","1","1","1193","1","522","","443","443","443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00063","","","","","","","","","","","","","","","","","","","",""
"group_2228","","hypothetical protein","1","1","1","1","1192","1","521","","419","419","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00064","","","","","","","","","","","","","","","","","","","",""
"group_2229","","hypothetical protein","1","1","1","1","1191","1","520","","128","128","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00065","","","","","","","","","","","","","","","","","","","",""
"group_2230","","hypothetical protein","1","1","1","1","1190","1","519","","203","203","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00066","","","","","","","","","","","","","","","","","","","",""
"group_2231","","DNA methylase","1","1","1","1","1189","1","518","","1025","1025","1025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00067","","","","","","","","","","","","","","","","","","","",""
"group_2232","","hypothetical protein","1","1","1","1","1188","1","517","","524","524","524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00068","","","","","","","","","","","","","","","","","","","",""
"group_2233","","hypothetical protein","1","1","1","1","1187","1","516","","416","416","416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00069","","","","","","","","","","","","","","","","","","","",""
"group_2234","","DnaQ","1","1","1","1","1186","1","515","","422","422","422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PDLHPANM_00070","","","","","","","","","","","","","","","","","","","",""
"group_2235","","Virulent PATRIC_VF|Rv0451c membrane protein [Mycobacterium tuberculosis H37Rv]","1","1","1","1","1761","1","375","","461","461","461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00001","","","","","","","","","","","","","","","","","","",""
"group_2236","","Virulent PATRIC_VF|Rv0450c transmembrane transport protein MmpL4 [Mycobacterium tuberculosis H37Rv]","1","1","1","1","1762","1","376","","2942","2942","2942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00002","","","","","","","","","","","","","","","","","","",""
"group_2237","","hypothetical protein","1","1","1","1","1763","1","377","","857","857","857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00003","","","","","","","","","","","","","","","","","","",""
"group_2238","","hypothetical protein","1","1","1","1","1764","1","378","","362","362","362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00004","","","","","","","","","","","","","","","","","","",""
"yqjI","","Transcriptional regulator YqjI","1","1","1","1","1765","1","379","","464","464","464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00005","","","","","","","","","","","","","","","","","","",""
"group_2240","","hypothetical protein","1","1","1","1","1779","1","1488","","242","242","242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00015","","","","","","","","","","","","","","","","","","",""
"group_2241","","hypothetical protein","1","1","1","1","1780","1","1489","","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00016","","","","","","","","","","","","","","","","","","",""
"group_2242","","hypothetical protein","1","1","1","1","1781","1","1490","","296","296","296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00017","","","","","","","","","","","","","","","","","","",""
"group_2243","","hypothetical protein","1","1","1","1","1782","1","1491","","209","209","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00018","","","","","","","","","","","","","","","","","","",""
"group_2244","","hypothetical protein","1","1","1","1","1783","1","1492","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00019","","","","","","","","","","","","","","","","","","",""
"group_2245","","hypothetical protein","1","1","1","1","1784","1","1493","","335","335","335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00020","","","","","","","","","","","","","","","","","","",""
"group_2246","","activating signal cointegrator-like protein","1","1","1","1","1785","1","1494","","371","371","371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00021","","","","","","","","","","","","","","","","","","",""
"group_2247","","hypothetical protein","1","1","1","1","1786","1","1495","","290","290","290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00022","","","","","","","","","","","","","","","","","","",""
"group_2248","","hypothetical protein","1","1","1","1","1787","1","1496","","215","215","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00023","","","","","","","","","","","","","","","","","","",""
"group_2249","","hypothetical protein","1","1","1","1","1788","1","1497","","161","161","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00024","","","","","","","","","","","","","","","","","","",""
"group_2250","","exonuclease","1","1","1","1","1789","1","1498","","827","827","827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00025","","","","","","","","","","","","","","","","","","",""
"group_2251","","RecT-like ssDNA binding protein","1","1","1","1","1790","1","1499","","1028","1028","1028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00026","","","","","","","","","","","","","","","","","","",""
"group_2252","","hypothetical protein","1","1","1","1","1791","1","1500","","347","347","347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00027","","","","","","","","","","","","","","","","","","",""
"group_2253","","hypothetical protein","1","1","1","1","1792","1","1501","","236","236","236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00028","","","","","","","","","","","","","","","","","","",""
"group_2254","","hypothetical protein","1","1","1","1","1793","1","1502","","485","485","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00029","","","","","","","","","","","","","","","","","","",""
"group_2255","","Original Glimmer call @bp has strength 13.24; GeneMark calls start at 33502","1","1","1","1","1794","1","1503","","851","851","851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00030","","","","","","","","","","","","","","","","","","",""
"group_2256","","hypothetical protein","1","1","1","1","1795","1","1504","","224","224","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00031","","","","","","","","","","","","","","","","","","",""
"group_2257","","hypothetical protein","1","1","1","1","439","1","1546","","791","791","791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00033","","","","","","","","","","","","","","","","","","",""
"group_2258","","helix-turn-helix DNA binding protein","1","1","1","1","438","1","1545","","938","938","938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00034","","","","","","","","","","","","","","","","","","",""
"group_2259","","hypothetical protein","1","1","1","1","437","1","1111","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00035","","","","","","","","","","","","","","","","","","",""
"group_2260","","hypothetical protein","1","1","1","1","436","1","1112","","227","227","227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00036","","","","","","","","","","","","","","","","","","",""
"group_2261","","RuvC-like resolvase","1","1","1","1","435","1","1113","","542","542","542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00037","","","","","","","","","","","","","","","","","","",""
"group_2262","","hypothetical protein","1","1","1","1","434","1","1114","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00038","","","","","","","","","","","","","","","","","","",""
"group_2263","","hypothetical protein","1","1","1","1","433","1","1115","","281","281","281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00039","","","","","","","","","","","","","","","","","","",""
"group_2264","","hypothetical protein","1","1","1","1","432","1","1116","","371","371","371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00040","","","","","","","","","","","","","","","","","","",""
"group_2265","","hypothetical protein","1","1","1","1","431","1","1117","","1367","1367","1367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00041","","","","","","","","","","","","","","","","","","",""
"group_2266","","hypothetical protein","1","1","1","1","430","1","1118","","179","179","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00042","","","","","","","","","","","","","","","","","","",""
"group_2267","","hypothetical protein","1","1","1","1","429","1","1119","","359","359","359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00043","","","","","","","","","","","","","","","","","","",""
"group_2268","","hypothetical protein","1","1","1","1","428","1","1120","","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00044","","","","","","","","","","","","","","","","","","",""
"group_2269","","HNH endonuclease","1","1","1","1","427","1","1121","","209","209","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00045","","","","","","","","","","","","","","","","","","",""
"group_2270","","hypothetical protein","1","1","1","1","426","1","1122","","356","356","356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00046","","","","","","","","","","","","","","","","","","",""
"group_2271","","hypothetical protein","1","1","1","1","425","1","1123","","500","500","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00047","","","","","","","","","","","","","","","","","","",""
"group_2272","","hypothetical protein","1","1","1","1","424","1","1124","","1790","1790","1790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00048","","","","","","","","","","","","","","","","","","",""
"group_2273","","hypothetical protein","1","1","1","1","423","1","1125","","188","188","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00049","","","","","","","","","","","","","","","","","","",""
"group_2274","","portal protein","1","1","1","1","422","1","1126","","1379","1379","1379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00050","","","","","","","","","","","","","","","","","","",""
"group_2275","","hypothetical protein","1","1","1","1","421","1","1127","","911","911","911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00051","","","","","","","","","","","","","","","","","","",""
"group_2276","","hypothetical protein","1","1","1","1","420","1","1128","","1616","1616","1616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00052","","","","","","","","","","","","","","","","","","",""
"group_2277","","hypothetical protein","1","1","1","1","419","1","1129","","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00053","","","","","","","","","","","","","","","","","","",""
"group_2278","","hypothetical protein","1","1","1","1","418","1","1130","","530","530","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00054","","","","","","","","","","","","","","","","","","",""
"group_2279","","head-to-tail stopper","1","1","1","1","417","1","1131","","323","323","323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00055","","","","","","","","","","","","","","","","","","",""
"group_2280","","hypothetical protein","1","1","1","1","416","1","1132","","254","254","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00056","","","","","","","","","","","","","","","","","","",""
"group_2281","","tail terminator","1","1","1","1","415","1","1133","","395","395","395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00057","","","","","","","","","","","","","","","","","","",""
"group_2282","","major tail protein","1","1","1","1","414","1","1134","","536","536","536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00058","","","","","","","","","","","","","","","","","","",""
"group_2283","","hypothetical protein","1","1","1","1","413","1","1135","","326","326","326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00059","","","","","","","","","","","","","","","","","","",""
"group_2284","","tail assembly chaperone","1","1","1","1","412","1","1136","","818","818","818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00060","","","","","","","","","","","","","","","","","","",""
"group_2285","","hypothetical protein","1","1","1","1","563","1","1137","","347","347","347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00061","","","","","","","","","","","","","","","","","","",""
"group_2286","","tapemeasure protein","1","1","1","1","564","1","1138","","3614","3614","3614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00062","","","","","","","","","","","","","","","","","","",""
"group_2287","","minor tail protein","1","1","1","1","565","1","1139","","1019","1019","1019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00063","","","","","","","","","","","","","","","","","","",""
"group_2288","","minor tail protein","1","1","1","1","566","1","1140","","1697","1697","1697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00064","","","","","","","","","","","","","","","","","","",""
"group_2289","","minor tail protein","1","1","1","1","567","1","1141","","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00065","","","","","","","","","","","","","","","","","","",""
"group_2290","","minor tail protein","1","1","1","1","568","1","1142","","1112","1112","1112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00066","","","","","","","","","","","","","","","","","","",""
"group_2291","","hypothetical protein","1","1","1","1","569","1","1143","","1826","1826","1826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00067","","","","","","","","","","","","","","","","","","",""
"group_2292","","membrane protein","1","1","1","1","570","1","1144","","308","308","308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00068","","","","","","","","","","","","","","","","","","",""
"group_2293","","hypothetical protein","1","1","1","1","571","1","1145","","188","188","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00069","","","","","","","","","","","","","","","","","","",""
"group_2294","","hypothetical protein","1","1","1","1","572","1","1146","","137","137","137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00070","","","","","","","","","","","","","","","","","","",""
"group_2295","","lysin A","1","1","1","1","573","1","1147","","1283","1283","1283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00071","","","","","","","","","","","","","","","","","","",""
"group_2296","","hypothetical protein","1","1","1","1","574","1","1148","","1139","1139","1139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00072","","","","","","","","","","","","","","","","","","",""
"group_2297","","holin","1","1","1","1","575","1","1149","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00073","","","","","","","","","","","","","","","","","","",""
"group_2298","","hypothetical protein","1","1","1","1","576","1","1150","","254","254","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00074","","","","","","","","","","","","","","","","","","",""
"group_2299","","hypothetical protein","1","1","1","1","577","1","1151","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00075","","","","","","","","","","","","","","","","","","",""
"group_23","","hypothetical protein","1","1","1","1","1985","1","1621","","605","605","605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NKJLJGKG_00032"
"group_2300","","hypothetical protein","1","1","1","1","578","1","1152","","368","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00076","","","","","","","","","","","","","","","","","","",""
"group_2301","","hypothetical protein","1","1","1","1","579","1","1153","","470","470","470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00077","","","","","","","","","","","","","","","","","","",""
"group_2302","","hypothetical protein","1","1","1","1","562","1","1110","","719","719","719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00079","","","","","","","","","","","","","","","","","","",""
"group_2303","","hypothetical protein","1","1","1","1","561","1","1109","","2015","2015","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00080","","","","","","","","","","","","","","","","","","",""
"group_2304","","hypothetical protein","1","1","1","1","560","1","1108","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00081","","","","","","","","","","","","","","","","","","",""
"group_2305","","hypothetical protein","1","1","1","1","559","1","1107","","380","380","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00082","","","","","","","","","","","","","","","","","","",""
"group_2306","","integrase","1","1","1","1","558","1","1106","","773","773","773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AGJCDFGJ_00083","","","","","","","","","","","","","","","","","","",""
