"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C3","C30","C4","C5","C6","C7","C8","C9"
"group_624","","hypothetical protein","1","1","1","4","103","4","138","","476","476","476","","","","","","","","","","","","","","","","","","NOCCGNBF_00007","","","","","","","","","","","",""
"group_625","","Virulent PATRIC_VF|MT1014 ABC transporter, ATP-binding protein [Mycobacterium tuberculosis]","1","1","1","4","104","4","139","","689","689","689","","","","","","","","","","","","","","","","","","NOCCGNBF_00008","","","","","","","","","","","",""
"ftsX","","Cell division protein FtsX","1","1","1","4","105","4","140","","902","902","902","","","","","","","","","","","","","","","","","","NOCCGNBF_00009","","","","","","","","","","","",""
"smpB","","SsrA-binding protein","1","1","1","4","106","4","141","","479","479","479","","","","","","","","","","","","","","","","","","NOCCGNBF_00010","","","","","","","","","","","",""
"group_628","","hypothetical protein","1","1","1","4","107","4","142","","569","569","569","","","","","","","","","","","","","","","","","","NOCCGNBF_00011","","","","","","","","","","","",""
"group_629","","hypothetical protein","1","1","1","4","112","4","147","","578","578","578","","","","","","","","","","","","","","","","","","NOCCGNBF_00014","","","","","","","","","","","",""
"group_630","","esterase/lipase protein","1","1","1","4","111","4","148","","794","794","794","","","","","","","","","","","","","","","","","","NOCCGNBF_00015","","","","","","","","","","","",""
"group_631","","hypothetical protein","1","1","1","4","130","4","149","","731","731","731","","","","","","","","","","","","","","","","","","NOCCGNBF_00016","","","","","","","","","","","",""
"group_632","","hypothetical protein","1","1","1","4","131","4","150","","743","743","743","","","","","","","","","","","","","","","","","","NOCCGNBF_00017","","","","","","","","","","","",""
"group_633","","hypothetical protein","1","1","1","4","132","4","151","","278","278","278","","","","","","","","","","","","","","","","","","NOCCGNBF_00018","","","","","","","","","","","",""
"group_634","","Cro protein","1","1","1","4","133","4","152","","299","299","299","","","","","","","","","","","","","","","","","","NOCCGNBF_00019","","","","","","","","","","","",""
"group_635","","hypothetical protein","1","1","1","4","93","4","158","","323","323","323","","","","","","","","","","","","","","","","","","NOCCGNBF_00022","","","","","","","","","","","",""
"group_636","","hypothetical protein","1","1","1","4","91","4","179","","329","329","329","","","","","","","","","","","","","","","","","","NOCCGNBF_00026","","","","","","","","","","","",""
"group_638","","hypothetical protein","1","1","1","4","144","4","185","","398","398","398","","","","","","","","","","","","","","","","","","NOCCGNBF_00031","","","","","","","","","","","",""
"group_639","","hypothetical protein","1","1","1","4","85","4","189","","359","359","359","","","","","","","","","","","","","","","","","","NOCCGNBF_00036","","","","","","","","","","","",""
"group_640","","DNA methylase","1","1","1","4","207","4","126","","1031","1031","1031","","","","","","","","","","","","","","","","","","NOCCGNBF_00038","","","","","","","","","","","",""
"group_641","","integrase","1","1","1","1","184","1","201","","569","569","569","","","","","","","","","","","","","","","","","","","HNEDNBGA_00001","","","","","","","","","","",""
"group_642","","hypothetical protein","1","1","1","1","185","1","202","","329","329","329","","","","","","","","","","","","","","","","","","","HNEDNBGA_00002","","","","","","","","","","",""
"group_643","","hypothetical protein","1","1","1","1","186","1","203","","665","665","665","","","","","","","","","","","","","","","","","","","HNEDNBGA_00003","","","","","","","","","","",""
"group_644","","hypothetical protein","1","1","1","1","187","1","204","","101","101","101","","","","","","","","","","","","","","","","","","","HNEDNBGA_00004","","","","","","","","","","",""
"group_645","","hypothetical protein","1","1","1","1","188","1","205","","509","509","509","","","","","","","","","","","","","","","","","","","HNEDNBGA_00005","","","","","","","","","","",""
"group_646","","hypothetical protein","1","1","1","1","189","1","206","","272","272","272","","","","","","","","","","","","","","","","","","","HNEDNBGA_00006","","","","","","","","","","",""
"group_647","","hypothetical protein","1","1","1","1","190","1","207","","170","170","170","","","","","","","","","","","","","","","","","","","HNEDNBGA_00007","","","","","","","","","","",""
"group_648","","lysin B","1","1","1","1","191","1","208","","941","941","941","","","","","","","","","","","","","","","","","","","HNEDNBGA_00008","","","","","","","","","","",""
"group_649","","hypothetical protein","1","1","1","1","192","1","209","","1376","1376","1376","","","","","","","","","","","","","","","","","","","HNEDNBGA_00009","","","","","","","","","","",""
"group_650","","hypothetical protein","1","1","1","1","193","1","210","","416","416","416","","","","","","","","","","","","","","","","","","","HNEDNBGA_00010","","","","","","","","","","",""
"group_651","","hypothetical protein","1","1","1","1","194","1","211","","875","875","875","","","","","","","","","","","","","","","","","","","HNEDNBGA_00011","","","","","","","","","","",""
"group_652","","hypothetical protein","1","1","1","1","195","1","212","","887","887","887","","","","","","","","","","","","","","","","","","","HNEDNBGA_00012","","","","","","","","","","",""
"group_653","","hypothetical protein","1","1","1","1","196","1","213","","1697","1697","1697","","","","","","","","","","","","","","","","","","","HNEDNBGA_00013","","","","","","","","","","",""
"group_654","","hypothetical protein","1","1","1","1","197","1","214","","389","389","389","","","","","","","","","","","","","","","","","","","HNEDNBGA_00014","","","","","","","","","","",""
"group_655","","hypothetical protein","1","1","1","1","198","1","215","","431","431","431","","","","","","","","","","","","","","","","","","","HNEDNBGA_00015","","","","","","","","","","",""
"group_656","","hypothetical protein","1","1","1","1","199","1","216","","1499","1499","1499","","","","","","","","","","","","","","","","","","","HNEDNBGA_00016","","","","","","","","","","",""
"group_657","","hypothetical protein","1","1","1","1","200","1","217","","107","107","107","","","","","","","","","","","","","","","","","","","HNEDNBGA_00017","","","","","","","","","","",""
"group_658","","HTH DNA binding protein","1","1","1","1","230","1","247","","911","911","911","","","","","","","","","","","","","","","","","","","HNEDNBGA_00046","","","","","","","","","","",""
"group_659","","hypothetical protein","1","1","1","1","124","1","267","","410","410","410","","","","","","","","","","","","","","","","","","","HNEDNBGA_00050","","","","","","","","","","",""
"group_660","","hypothetical protein","1","1","1","1","123","1","266","","1664","1664","1664","","","","","","","","","","","","","","","","","","","HNEDNBGA_00051","","","","","","","","","","",""
"group_661","","hypothetical protein","1","1","1","1","120","1","265","","110","110","110","","","","","","","","","","","","","","","","","","","HNEDNBGA_00052","","","","","","","","","","",""
"group_662","","hypothetical protein","1","1","1","1","267","1","292","","341","341","341","","","","","","","","","","","","","","","","","","","HNEDNBGA_00064","","","","","","","","","","",""
"group_663","","hypothetical protein","1","1","1","1","268","1","293","","266","266","266","","","","","","","","","","","","","","","","","","","HNEDNBGA_00065","","","","","","","","","","",""
"group_664","","Virulent PATRIC_VF|Rv0687 3-ketoacyl-(acyl-carrier-protein) reductase [Mycobacterium tuberculosis H37Rv]","1","1","1","1","409","1","141","","839","839","839","","","","","","","","","","","","","","","","","","","HNEDNBGA_00070","","","","","","","","","","",""
"group_665","","hypothetical protein","1","1","1","1","408","1","140","","647","647","647","","","","","","","","","","","","","","","","","","","HNEDNBGA_00071","","","","","","","","","","",""
"group_666","","hypothetical protein","1","1","1","1","407","1","139","","218","218","218","","","","","","","","","","","","","","","","","","","HNEDNBGA_00072","","","","","","","","","","",""
"group_667","","Cytochrome P450 144","1","1","1","1","406","1","138","","1280","1280","1280","","","","","","","","","","","","","","","","","","","HNEDNBGA_00073","","","","","","","","","","",""
"group_668","","hypothetical protein","1","1","1","1","405","1","137","","233","233","233","","","","","","","","","","","","","","","","","","","HNEDNBGA_00074","","","","","","","","","","",""
"group_669","","hypothetical protein","1","1","1","1","404","1","136","","137","137","137","","","","","","","","","","","","","","","","","","","HNEDNBGA_00075","","","","","","","","","","",""
"group_670","","Virulent PATRIC_VF|SL1344_0617 cold shock-like protein cspE [Salmonella enterica subsp. enterica serovar Typhimurium str.]","1","1","1","1","403","1","135","","203","203","203","","","","","","","","","","","","","","","","","","","HNEDNBGA_00076","","","","","","","","","","",""
"ddpX","","D-alanyl-D-alanine dipeptidase","1","1","1","1","402","1","134","","698","698","698","","","","","","","","","","","","","","","","","","","HNEDNBGA_00077","","","","","","","","","","",""
"ubiE","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","1","1","1","1","401","1","133","","812","812","812","","","","","","","","","","","","","","","","","","","HNEDNBGA_00078","","","","","","","","","","",""
"group_673","","Virulent PATRIC_VF|Rv1941 short-chain type dehydrogenase/reductase [Mycobacterium tuberculosis H37Rv]","1","1","1","1","400","1","132","","824","824","824","","","","","","","","","","","","","","","","","","","HNEDNBGA_00079","","","","","","","","","","",""
"scpA_1","","Methylmalonyl-CoA mutase","1","1","1","1","399","1","131","","1577","1577","1577","","","","","","","","","","","","","","","","","","","HNEDNBGA_00080","","","","","","","","","","",""
"scpA_2","","Methylmalonyl-CoA mutase","1","1","1","1","398","1","130","","440","440","440","","","","","","","","","","","","","","","","","","","HNEDNBGA_00081","","","","","","","","","","",""
"group_676","","hypothetical protein","1","1","1","1","397","1","129","","926","926","926","","","","","","","","","","","","","","","","","","","HNEDNBGA_00082","","","","","","","","","","",""
"group_677","","MerR-like helix-turn-helix DNA binding domain protein","1","1","1","4","274","4","314","","233","233","233","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00001","","","","","","","","","",""
"group_678","","hypothetical protein","1","1","1","4","275","4","315","","899","899","899","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00002","","","","","","","","","",""
"group_679","","hypothetical protein","1","1","1","4","276","4","316","","863","863","863","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00003","","","","","","","","","",""
"group_680","","hypothetical protein","1","1","1","4","277","4","317","","323","323","323","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00004","","","","","","","","","",""
"group_681","","hypothetical protein","1","1","1","4","278","4","318","","149","149","149","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00005","","","","","","","","","",""
"group_682","","hypothetical protein","1","1","1","4","279","4","319","","614","614","614","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00006","","","","","","","","","",""
"group_683","","hypothetical protein","1","1","1","4","280","4","320","","299","299","299","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00007","","","","","","","","","",""
"group_684","","DnaQ-like exonuclease","1","1","1","4","281","4","321","","572","572","572","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00008","","","","","","","","","",""
"group_685","","hypothetical protein","1","1","1","4","282","4","322","","254","254","254","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00009","","","","","","","","","",""
"group_686","","WhiB family transcription factor","1","1","1","4","283","4","323","","785","785","785","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00010","","","","","","","","","",""
"group_687","","hypothetical protein","1","1","1","4","284","4","324","","212","212","212","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00011","","","","","","","","","",""
"group_688","","hypothetical protein","1","1","1","4","285","4","325","","185","185","185","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00012","","","","","","","","","",""
"group_689","","HNH endonuclease","1","1","1","4","286","4","326","","350","350","350","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00013","","","","","","","","","",""
"group_690","","RecE-like exonuclease","1","1","1","4","287","4","327","","899","899","899","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00014","","","","","","","","","",""
"group_691","","hypothetical protein","1","1","1","4","288","4","328","","1205","1205","1205","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00015","","","","","","","","","",""
"group_692","","band-7 like membrane protein","1","1","1","4","289","4","329","","887","887","887","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00016","","","","","","","","","",""
"group_693","","hypothetical protein","1","1","1","4","290","4","330","","365","365","365","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00017","","","","","","","","","",""
"group_694","","hypothetical protein","1","1","1","4","291","4","331","","824","824","824","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00018","","","","","","","","","",""
"group_695","","hypothetical protein","1","1","1","4","292","4","332","","374","374","374","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00019","","","","","","","","","",""
"group_696","","hypothetical protein","1","1","1","4","293","4","333","","278","278","278","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00020","","","","","","","","","",""
"group_697","","hypothetical protein","1","1","1","4","294","4","334","","296","296","296","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00021","","","","","","","","","",""
"group_698","","hypothetical protein","1","1","1","4","295","4","335","","344","344","344","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00022","","","","","","","","","",""
"group_699","","hypothetical protein","1","1","1","4","296","4","336","","608","608","608","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00023","","","","","","","","","",""
"group_700","","hypothetical protein","1","1","1","4","297","4","337","","425","425","425","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00024","","","","","","","","","",""
"group_701","","hypothetical protein","1","1","1","4","298","4","338","","467","467","467","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00025","","","","","","","","","",""
"group_702","","hypothetical protein","1","1","1","4","299","4","339","","320","320","320","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00026","","","","","","","","","",""
"group_703","","hypothetical protein","1","1","1","4","300","4","340","","203","203","203","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00027","","","","","","","","","",""
"group_704","","hypothetical protein","1","1","1","4","301","4","341","","209","209","209","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00028","","","","","","","","","",""
"group_705","","hypothetical protein","1","1","1","4","302","4","342","","587","587","587","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00029","","","","","","","","","",""
"group_706","","hypothetical protein","1","1","1","4","303","4","343","","893","893","893","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00030","","","","","","","","","",""
"group_707","","hypothetical protein","1","1","1","4","304","4","344","","461","461","461","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00031","","","","","","","","","",""
"group_708","","hypothetical protein","1","1","1","4","305","4","345","","353","353","353","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00032","","","","","","","","","",""
"group_709","","hypothetical protein","1","1","1","4","306","4","346","","353","353","353","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00033","","","","","","","","","",""
"group_710","","hypothetical protein","1","1","1","4","307","4","347","","416","416","416","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00034","","","","","","","","","",""
"group_711","","hypothetical protein","1","1","1","4","308","4","348","","749","749","749","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00035","","","","","","","","","",""
"group_712","","hypothetical protein","1","1","1","4","309","4","349","","383","383","383","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00036","","","","","","","","","",""
"group_713","","hypothetical protein","1","1","1","4","310","4","350","","950","950","950","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00037","","","","","","","","","",""
"group_714","","hypothetical protein","1","1","1","4","311","4","351","","206","206","206","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00038","","","","","","","","","",""
"group_715","","hypothetical protein","1","1","1","4","312","4","352","","392","392","392","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00039","","","","","","","","","",""
"group_716","","hypothetical protein","1","1","1","4","313","4","353","","317","317","317","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00040","","","","","","","","","",""
"group_717","","hypothetical protein","1","1","1","4","314","4","354","","608","608","608","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00041","","","","","","","","","",""
"group_718","","hypothetical protein","1","1","1","4","315","4","355","","476","476","476","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00042","","","","","","","","","",""
"group_719","","hypothetical protein","1","1","1","4","316","4","356","","305","305","305","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00043","","","","","","","","","",""
"group_720","","hypothetical protein","1","1","1","4","317","4","357","","1037","1037","1037","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00044","","","","","","","","","",""
"group_721","","hypothetical protein","1","1","1","4","318","4","358","","353","353","353","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00045","","","","","","","","","",""
"group_722","","hypothetical protein","1","1","1","4","319","4","359","","95","95","95","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00046","","","","","","","","","",""
"group_723","","hypothetical protein","1","1","1","4","320","4","360","","425","425","425","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00047","","","","","","","","","",""
"group_724","","hypothetical protein","1","1","1","4","321","4","361","","344","344","344","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00048","","","","","","","","","",""
"group_725","","hypothetical protein","1","1","1","4","322","4","362","","437","437","437","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00049","","","","","","","","","",""
"group_726","","hypothetical protein","1","1","1","4","323","4","363","","161","161","161","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00050","","","","","","","","","",""
"group_727","","hypothetical protein","1","1","1","4","324","4","364","","203","203","203","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00051","","","","","","","","","",""
"group_728","","BrnT-like toxin","1","1","1","4","325","4","365","","251","251","251","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00052","","","","","","","","","",""
"group_729","","Ro protein","1","1","1","4","326","4","366","","1715","1715","1715","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00054","","","","","","","","","",""
"group_730","","hypothetical protein","1","1","1","4","327","4","367","","230","230","230","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00055","","","","","","","","","",""
"group_731","","hypothetical protein","1","1","1","4","328","4","368","","206","206","206","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00056","","","","","","","","","",""
"group_732","","hypothetical protein","1","1","1","4","329","4","369","","329","329","329","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00057","","","","","","","","","",""
"group_733","","hypothetical protein","1","1","1","4","330","4","370","","386","386","386","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00058","","","","","","","","","",""
"group_734","","hypothetical protein","1","1","1","4","331","4","371","","239","239","239","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00059","","","","","","","","","",""
"group_735","","hypothetical protein","1","1","1","4","332","4","372","","452","452","452","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00060","","","","","","","","","",""
"group_736","","hypothetical protein","1","1","1","4","333","4","373","","305","305","305","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00061","","","","","","","","","",""
"group_737","","hypothetical protein","1","1","1","4","334","4","374","","677","677","677","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00062","","","","","","","","","",""
"group_738","","hypothetical protein","1","1","1","4","335","4","375","","434","434","434","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00063","","","","","","","","","",""
"group_739","","hypothetical protein","1","1","1","4","336","4","376","","362","362","362","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00064","","","","","","","","","",""
"group_740","","hypothetical protein","1","1","1","4","337","4","377","","341","341","341","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00065","","","","","","","","","",""
"group_741","","hypothetical protein","1","1","1","4","338","4","378","","176","176","176","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00066","","","","","","","","","",""
"group_742","","hypothetical protein","1","1","1","4","339","4","379","","404","404","404","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00067","","","","","","","","","",""
"group_743","","hypothetical protein","1","1","1","4","340","4","380","","569","569","569","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00068","","","","","","","","","",""
"group_744","","hypothetical protein","1","1","1","4","341","4","381","","329","329","329","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00069","","","","","","","","","",""
"group_745","","hypothetical protein","1","1","1","4","342","4","382","","305","305","305","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00070","","","","","","","","","",""
"group_746","","hypothetical protein","1","1","1","4","343","4","383","","350","350","350","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00071","","","","","","","","","",""
"group_747","","hypothetical protein","1","1","1","4","344","4","384","","482","482","482","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00072","","","","","","","","","",""
"group_748","","hypothetical protein","1","1","1","4","345","4","385","","371","371","371","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00073","","","","","","","","","",""
"group_749","","hypothetical protein","1","1","1","4","346","4","386","","281","281","281","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00074","","","","","","","","","",""
"group_750","","hypothetical protein","1","1","1","4","347","4","387","","443","443","443","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00075","","","","","","","","","",""
"group_751","","hypothetical protein","1","1","1","4","348","4","388","","431","431","431","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00076","","","","","","","","","",""
"group_752","","hypothetical protein","1","1","1","4","349","4","389","","257","257","257","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00077","","","","","","","","","",""
"group_753","","hypothetical protein","1","1","1","4","350","4","390","","224","224","224","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00078","","","","","","","","","",""
"group_754","","hypothetical protein","1","1","1","4","351","4","391","","752","752","752","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00079","","","","","","","","","",""
"group_755","","hypothetical protein","1","1","1","4","352","4","392","","1508","1508","1508","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00080","","","","","","","","","",""
"group_756","","hypothetical protein","1","1","1","4","353","4","393","","449","449","449","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00081","","","","","","","","","",""
"group_757","","terminase","1","1","1","4","354","4","394","","1610","1610","1610","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00082","","","","","","","","","",""
"group_758","","portal protein","1","1","1","4","355","4","395","","1307","1307","1307","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00083","","","","","","","","","",""
"group_759","","capsid maturation protease","1","1","1","4","356","4","396","","884","884","884","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00084","","","","","","","","","",""
"group_760","","major capsid protein","1","1","1","4","357","4","397","","1379","1379","1379","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00085","","","","","","","","","",""
"group_761","","hypothetical protein","1","1","1","4","358","4","398","","341","341","341","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00086","","","","","","","","","",""
"group_762","","head-to-tail adaptor","1","1","1","4","359","4","399","","554","554","554","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00087","","","","","","","","","",""
"group_763","","head-to-tail stopper","1","1","1","4","360","4","400","","377","377","377","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00088","","","","","","","","","",""
"group_764","","hypothetical protein","1","1","1","4","361","4","401","","248","248","248","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00089","","","","","","","","","",""
"group_765","","tail terminator","1","1","1","4","362","4","402","","437","437","437","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00090","","","","","","","","","",""
"group_766","","major tail protein","1","1","1","4","363","4","403","","581","581","581","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00091","","","","","","","","","",""
"group_767","","tail assembly chaperone","1","1","1","4","364","4","404","","398","398","398","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00092","","","","","","","","","",""
"group_768","","tail assembly chaperone","1","1","1","4","365","4","405","","314","314","314","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00093","","","","","","","","","",""
"group_769","","tapemeasure protein","1","1","1","4","366","4","406","","4709","4709","4709","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00094","","","","","","","","","",""
"group_770","","minor tail protein","1","1","1","4","367","4","407","","1013","1013","1013","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00095","","","","","","","","","",""
"group_771","","minor tail protein","1","1","1","4","368","4","408","","1835","1835","1835","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00096","","","","","","","","","",""
"group_772","","minor tail protein","1","1","1","4","369","4","409","","611","611","611","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00097","","","","","","","","","",""
"group_773","","hypothetical protein","1","1","1","4","370","4","410","","1403","1403","1403","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00098","","","","","","","","","",""
"group_774","","minor tail protein","1","1","1","4","371","4","411","","2516","2516","2516","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00099","","","","","","","","","",""
"group_775","","hypothetical protein","1","1","1","4","372","4","412","","161","161","161","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00100","","","","","","","","","",""
"group_776","","hypothetical protein","1","1","1","4","373","4","413","","986","986","986","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00101","","","","","","","","","",""
"group_777","","portal protein","1","1","1","4","374","4","414","","350","350","350","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00102","","","","","","","","","",""
"group_778","","hypothetical protein","1","1","1","4","375","4","415","","350","350","350","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00103","","","","","","","","","",""
"group_779","","hypothetical protein","1","1","1","4","376","4","416","","197","197","197","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00104","","","","","","","","","",""
"group_780","","hypothetical protein","1","1","1","4","377","4","417","","134","134","134","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00105","","","","","","","","","",""
"group_781","","lysin A","1","1","1","4","378","4","418","","1295","1295","1295","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00106","","","","","","","","","",""
"group_782","","lysin B","1","1","1","4","379","4","419","","1166","1166","1166","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00107","","","","","","","","","",""
"group_783","","holin","1","1","1","4","380","4","420","","377","377","377","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00108","","","","","","","","","",""
"group_784","","hypothetical protein","1","1","1","4","381","4","421","","410","410","410","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00109","","","","","","","","","",""
"group_785","","hypothetical protein","1","1","1","4","382","4","422","","140","140","140","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00110","","","","","","","","","",""
"group_786","","hypothetical protein","1","1","1","4","383","4","423","","647","647","647","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00111","","","","","","","","","",""
"group_787","","hypothetical protein","1","1","1","4","384","4","424","","2195","2195","2195","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00112","","","","","","","","","",""
"group_788","","hypothetical protein","1","1","1","4","264","4","313","","452","452","452","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00114","","","","","","","","","",""
"group_789","","hypothetical protein","1","1","1","4","263","4","312","","308","308","308","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00115","","","","","","","","","",""
"group_790","","hypothetical protein","1","1","1","4","262","4","311","","1184","1184","1184","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00116","","","","","","","","","",""
"group_791","","hypothetical protein","1","1","1","4","261","4","310","","296","296","296","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00117","","","","","","","","","",""
"group_792","","integrase","1","1","1","4","260","4","309","","827","827","827","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00118","","","","","","","","","",""
"group_915","","hypothetical protein","1","1","1","1","271","1","2","","557","557","557","","","","","","","","","","","","","","","","","","","","","","LPAKEKCL_00001","","","","","","","",""
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","1","1","1","1","272","1","3","","476","476","476","","","","","","","","","","","","","","","","","","","","","","LPAKEKCL_00002","","","","","","","",""
"naiP","","Putative niacin/nicotinamide transporter NaiP","1","1","1","1","273","1","4","","1286","1286","1286","","","","","","","","","","","","","","","","","","","","","","LPAKEKCL_00003","","","","","","","",""
"group_918","","Virulent PATRIC_VF|Rv0981 two component response transcriptional regulatory protein MprA [Mycobacterium tuberculosis H37Rv]","1","1","1","4","152","4","206","","653","653","653","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00001","","","","","","",""
"group_919","","Virulent PATRIC_VF|Rv0982 two component sensor kinase MprB [Mycobacterium tuberculosis H37Rv]","1","1","1","4","153","4","207","","1535","1535","1535","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00002","","","","","","",""
